rating_id,user_id,movie_id,rating,timestamp
R000084,U0130,M0004,5,2026-07-17 19:24:00
R000085,U0178,M0087,4,2026-08-10 20:52:00
R000086,U0042,M0048,4,2026-07-14 07:14:00
R000087,U0043,M0015,4,2026-07-06 15:44:00
R000088,U0132,M0054,4,2026-07-25 03:25:00
R000089,U0076,M0086,5,2026-08-08 03:51:00
R000090,U0059,M0004,4,2026-07-28 08:24:00
R000091,U0042,M0005,5,2026-09-18 22:25:00
R000092,U0123,M0048,4,2026-08-27 07:40:00
R000093,U0100,M0060,5,2026-09-14 19:58:00
R000094,U0151,M0073,5,2026-08-23 22:02:00
R000095,U0168,M0002,5,2026-08-24 10:26:00
R000096,U0199,M0026,3,2026-08-21 20:51:00
R000097,U0141,M0009,5,2026-07-09 20:35:00
R000098,U0147,M0022,5,2026-09-01 09:05:00
R000099,U0156,M0059,4,2026-09-23 00:31:00
R000100,U0058,M0035,4,2026-08-27 02:10:00
R000101,U0017,M0009,5,2026-07-09 14:27:00
R000102,U0088,M0006,5,2026-07-10 07:18:00
R000103,U0173,M0087,4,2026-09-18 20:52:00
R000104,U0048,M0091,4,2026-09-12 18:53:00
R000105,U0153,M0037,5,2026-09-12 15:10:00
R000106,U0024,M0047,4,2026-07-21 16:09:00
R000107,U0196,M0002,3,2026-07-20 07:08:00
R000108,U0082,M0012,4,2026-08-11 00:27:00
R000109,U0126,M0055,3,2026-09-26 02:17:00
R000110,U0078,M0074,4,2026-07-11 06:45:00
R000111,U0063,M0002,5,2026-08-27 23:53:00
R000112,U0166,M0019,4,2026-09-02 20:04:00
R000113,U0090,M0010,4,2026-08-07 21:54:00
R000114,U0112,M0013,3,2026-08-23 11:42:00
R000115,U0127,M0080,5,2026-09-15 23:45:00
R000116,U0196,M0022,4,2026-07-15 09:31:00
R000117,U0187,M0095,5,2026-08-11 16:36:00
R000118,U0189,M0067,4,2026-07-23 13:23:00
R000119,U0079,M0020,5,2026-07-31 20:40:00
R000120,U0128,M0001,5,2026-07-17 07:01:00
R000121,U0143,M0084,5,2026-08-22 08:01:00
R000122,U0196,M0010,5,2026-08-15 20:47:00
R000123,U0132,M0005,4,2026-07-13 08:11:00
R000124,U0034,M0061,5,2026-08-02 14:35:00
R000125,U0173,M0041,5,2026-08-09 13:43:00
R000126,U0118,M0056,4,2026-09-14 08:14:00
R000127,U0153,M0083,3,2026-08-01 21:43:00
R000128,U0152,M0062,5,2026-08-09 14:14:00
R000129,U0147,M0098,4,2026-08-28 00:20:00
R000130,U0046,M0096,4,2026-08-23 22:39:00
R000131,U0031,M0007,4,2026-08-14 07:32:00
R000132,U0150,M0024,5,2026-08-17 21:05:00
R000133,U0016,M0006,4,2026-07-12 03:36:00
R000134,U0028,M0085,4,2026-07-11 08:02:00
R000135,U0091,M0002,5,2026-07-30 16:23:00
R000136,U0195,M0054,4,2026-09-13 14:00:00
R000137,U0031,M0055,5,2026-08-22 06:06:00
R000138,U0013,M0058,3,2026-08-04 03:37:00
R000139,U0106,M0014,4,2026-08-10 05:53:00
R000140,U0135,M0036,4,2026-08-20 09:13:00
R000141,U0131,M0078,4,2026-07-09 04:42:00
R000142,U0005,M0019,4,2026-09-04 18:32:00
R000143,U0040,M0054,4,2026-07-20 01:43:00
R000144,U0010,M0009,4,2026-07-06 02:27:00
R000145,U0028,M0008,4,2026-07-17 19:35:00
R000146,U0178,M0100,5,2026-08-20 05:45:00
R000147,U0130,M0047,4,2026-07-16 04:55:00
R000148,U0053,M0038,3,2026-08-07 06:05:00
R000149,U0099,M0012,4,2026-08-20 04:44:00
R000150,U0024,M0011,3,2026-07-25 11:44:00
R000151,U0170,M0008,5,2026-08-06 21:18:00
R000152,U0057,M0045,4,2026-08-30 09:04:00
R000153,U0018,M0021,4,2026-09-27 02:52:00
R000154,U0041,M0011,4,2026-07-19 11:25:00
R000155,U0154,M0082,4,2026-09-15 09:55:00
R000156,U0040,M0070,4,2026-09-01 08:56:00
R000157,U0105,M0002,4,2026-08-16 11:30:00
R000158,U0157,M0008,5,2026-09-22 05:56:00
R000159,U0071,M0031,4,2026-07-06 18:25:00
R000160,U0060,M0032,5,2026-09-16 02:54:00
R000161,U0153,M0002,5,2026-09-17 14:49:00
R000162,U0002,M0042,5,2026-08-28 10:29:00
R000163,U0181,M0056,5,2026-09-28 19:39:00
R000164,U0012,M0065,5,2026-09-03 23:25:00
R000165,U0142,M0015,5,2026-07-10 23:54:00
R000166,U0124,M0075,4,2026-08-21 08:43:00
R000167,U0040,M0005,4,2026-08-13 01:39:00
R000168,U0002,M0005,5,2026-08-05 07:39:00
R000169,U0063,M0045,5,2026-08-31 07:08:00
R000170,U0044,M0012,2,2026-09-13 06:10:00
R000171,U0056,M0004,4,2026-07-21 02:04:00
R000172,U0078,M0012,4,2026-08-17 05:32:00
R000173,U0126,M0007,4,2026-07-31 22:33:00
R000174,U0191,M0098,4,2026-08-30 22:47:00
R000175,U0068,M0069,4,2026-07-20 13:35:00
R000176,U0045,M0013,3,2026-08-02 00:39:00
R000177,U0111,M0085,4,2026-09-21 04:10:00
R000178,U0146,M0061,4,2026-08-15 10:44:00
R000179,U0100,M0088,3,2026-08-19 17:29:00
R000180,U0100,M0002,5,2026-09-26 21:26:00
R000181,U0022,M0009,4,2026-07-29 23:26:00
R000182,U0172,M0007,5,2026-08-16 04:14:00
R000183,U0089,M0057,5,2026-09-23 10:59:00
R000184,U0094,M0005,5,2026-07-21 07:49:00
R000185,U0133,M0050,4,2026-07-01 06:59:00
R000186,U0096,M0007,4,2026-07-21 06:27:00
R000187,U0168,M0050,4,2026-07-12 07:33:00
R000188,U0176,M0011,4,2026-08-15 06:50:00
R000189,U0065,M0010,5,2026-08-07 21:26:00
R000190,U0104,M0003,4,2026-09-21 21:33:00
R000191,U0010,M0086,4,2026-07-19 08:22:00
R000192,U0134,M0007,5,2026-08-08 18:26:00
R000193,U0023,M0023,5,2026-08-24 00:20:00
R000194,U0110,M0077,4,2026-08-26 02:41:00
R000195,U0175,M0018,5,2026-07-12 15:06:00
R000196,U0148,M0012,5,2026-09-10 08:52:00
R000197,U0030,M0026,5,2026-09-21 03:21:00
R000198,U0083,M0012,5,2026-09-10 23:44:00
R000199,U0001,M0091,4,2026-08-28 12:00:00
R000200,U0014,M0012,4,2026-09-06 04:54:00
R000201,U0152,M0078,4,2026-08-16 04:07:00
R000202,U0007,M0010,4,2026-08-15 07:38:00
R000203,U0179,M0073,4,2026-09-19 08:59:00
R000204,U0190,M0068,4,2026-09-05 00:11:00
R000205,U0103,M0010,5,2026-07-04 19:00:00
R000206,U0018,M0012,5,2026-07-14 19:06:00
R000207,U0121,M0002,4,2026-08-19 21:06:00
R000208,U0074,M0057,5,2026-07-29 11:52:00
R000209,U0017,M0081,5,2026-09-20 08:54:00
R000210,U0066,M0047,4,2026-09-10 09:01:00
R000211,U0181,M0008,5,2026-08-08 22:36:00
R000212,U0097,M0004,3,2026-09-09 07:56:00
R000213,U0038,M0009,5,2026-08-04 16:35:00
R000214,U0163,M0051,5,2026-09-15 18:04:00
R000215,U0097,M0047,4,2026-09-09 05:20:00
R000216,U0178,M0087,5,2026-09-23 06:17:00
R000217,U0062,M0089,4,2026-09-04 18:00:00
R000218,U0019,M0047,5,2026-09-14 20:41:00
R000219,U0180,M0001,5,2026-08-04 13:52:00
R000220,U0115,M0007,4,2026-07-21 21:55:00
R000221,U0091,M0054,5,2026-08-29 14:59:00
R000222,U0077,M0089,3,2026-08-19 06:23:00
R000223,U0072,M0002,5,2026-07-11 08:26:00
R000224,U0175,M0011,4,2026-07-05 21:55:00
R000225,U0031,M0002,4,2026-08-29 18:56:00
R000226,U0003,M0003,4,2026-09-28 09:10:00
R000227,U0031,M0093,5,2026-07-08 12:31:00
R000228,U0192,M0004,5,2026-08-20 01:11:00
R000229,U0033,M0088,4,2026-09-19 00:09:00
R000230,U0044,M0002,5,2026-07-17 13:28:00
R000231,U0143,M0029,5,2026-09-03 06:28:00
R000232,U0035,M0002,5,2026-07-20 07:42:00
R000233,U0152,M0038,3,2026-08-16 04:10:00
R000234,U0103,M0092,3,2026-08-12 13:21:00
R000235,U0165,M0010,4,2026-07-30 05:29:00
R000236,U0109,M0002,4,2026-08-20 08:36:00
R000237,U0001,M0016,4,2026-07-26 22:42:00
R000238,U0022,M0088,5,2026-08-25 00:33:00
R000239,U0194,M0095,4,2026-09-28 01:32:00
R000240,U0103,M0098,4,2026-09-15 11:18:00
R000241,U0160,M0011,4,2026-07-02 17:13:00
R000242,U0078,M0007,4,2026-09-23 13:12:00
R000243,U0080,M0029,5,2026-08-29 20:01:00
R000244,U0155,M0090,5,2026-07-17 09:20:00
R000245,U0104,M0011,5,2026-08-19 04:04:00
R000246,U0020,M0064,4,2026-09-20 19:43:00
R000247,U0129,M0011,4,2026-08-13 01:15:00
R000248,U0096,M0007,3,2026-07-17 07:33:00
R000249,U0190,M0095,4,2026-09-20 07:42:00
R000250,U0177,M0075,3,2026-07-10 01:48:00
R000251,U0090,M0009,3,2026-09-03 15:22:00
R000252,U0079,M0012,4,2026-08-22 18:56:00
R000253,U0028,M0003,4,2026-09-04 03:36:00
R000254,U0179,M0068,4,2026-09-13 05:54:00
R000255,U0098,M0092,4,2026-07-14 12:16:00
R000256,U0029,M0004,5,2026-07-07 01:04:00
R000257,U0174,M0011,4,2026-09-25 08:44:00
R000258,U0046,M0003,4,2026-09-11 20:04:00
R000259,U0064,M0079,4,2026-09-28 19:58:00
R000260,U0195,M0067,4,2026-09-16 23:47:00
R000261,U0093,M0003,3,2026-09-19 06:03:00
R000262,U0073,M0078,4,2026-08-07 14:00:00
R000263,U0182,M0085,5,2026-07-03 01:20:00
R000264,U0031,M0090,5,2026-08-28 03:01:00
R000265,U0098,M0006,5,2026-09-12 10:28:00
R000266,U0148,M0025,3,2026-07-08 16:46:00
R000267,U0014,M0057,5,2026-08-04 10:44:00
R000268,U0050,M0091,4,2026-09-21 22:15:00
R000269,U0093,M0021,5,2026-08-29 11:51:00
R000270,U0114,M0048,4,2026-08-21 20:54:00
R000271,U0004,M0071,5,2026-09-14 18:21:00
R000272,U0199,M0011,4,2026-09-05 18:41:00
R000273,U0054,M0059,4,2026-09-11 19:10:00
R000274,U0087,M0003,4,2026-07-01 13:20:00
R000275,U0075,M0009,4,2026-08-12 05:21:00
R000276,U0200,M0011,3,2026-09-22 00:47:00
R000277,U0126,M0025,4,2026-08-16 13:22:00
R000278,U0192,M0006,4,2026-07-06 06:10:00
R000279,U0039,M0095,4,2026-08-26 20:48:00
R000280,U0111,M0009,4,2026-08-27 17:05:00
R000281,U0089,M0009,5,2026-07-30 06:33:00
R000282,U0167,M0012,5,2026-09-24 13:05:00
R000283,U0077,M0011,4,2026-07-05 15:09:00
R000284,U0195,M0086,5,2026-09-26 23:17:00
R000285,U0035,M0003,5,2026-08-06 03:32:00
R000286,U0030,M0006,4,2026-07-28 12:09:00
R000287,U0184,M0036,4,2026-07-02 06:46:00
R000288,U0112,M0085,5,2026-08-13 22:59:00
R000289,U0185,M0058,3,2026-08-14 12:44:00
R000290,U0105,M0020,4,2026-08-01 05:32:00
R000291,U0180,M0048,5,2026-08-22 22:29:00
R000292,U0122,M0005,5,2026-08-25 15:50:00
R000293,U0192,M0024,4,2026-08-23 16:12:00
R000294,U0145,M0077,4,2026-07-25 08:23:00
R000295,U0030,M0006,4,2026-08-08 19:44:00
R000296,U0197,M0023,4,2026-09-15 10:42:00
R000297,U0095,M0067,4,2026-09-18 09:39:00
R000298,U0119,M0017,3,2026-09-03 00:14:00
R000299,U0029,M0003,3,2026-08-24 12:32:00
R000300,U0044,M0007,5,2026-09-15 01:31:00
R000301,U0155,M0011,5,2026-07-16 04:02:00
R000302,U0153,M0048,3,2026-09-01 06:46:00
R000303,U0047,M0052,5,2026-09-24 03:58:00
R000304,U0151,M0029,4,2026-07-10 07:33:00
R000305,U0006,M0005,4,2026-07-31 17:05:00
R000306,U0020,M0056,4,2026-09-19 12:01:00
R000307,U0190,M0039,3,2026-08-03 02:12:00
R000308,U0054,M0009,4,2026-08-28 19:04:00
R000309,U0198,M0081,5,2026-07-04 05:35:00
R000310,U0095,M0010,4,2026-09-27 09:28:00
R000311,U0056,M0056,5,2026-08-24 18:16:00
R000312,U0165,M0002,4,2026-09-27 00:49:00
R000313,U0036,M0057,5,2026-09-10 22:35:00
R000314,U0150,M0017,5,2026-07-11 10:38:00
R000315,U0054,M0009,3,2026-09-13 05:48:00
R000316,U0190,M0005,4,2026-09-07 13:39:00
R000317,U0158,M0009,5,2026-08-27 08:28:00
R000318,U0180,M0016,5,2026-08-02 13:24:00
R000319,U0174,M0094,3,2026-08-06 10:42:00
R000320,U0171,M0011,5,2026-07-12 18:00:00
R000321,U0033,M0023,5,2026-07-13 06:18:00
R000322,U0010,M0060,5,2026-07-06 02:42:00
R000323,U0199,M0001,5,2026-08-17 12:25:00
R000324,U0075,M0034,3,2026-07-25 03:10:00
R000325,U0079,M0033,5,2026-09-07 00:44:00
R000326,U0157,M0080,4,2026-07-31 11:44:00
R000327,U0153,M0059,5,2026-08-23 23:10:00
R000328,U0064,M0007,4,2026-08-31 14:43:00
R000329,U0002,M0039,5,2026-07-01 14:06:00
R000330,U0012,M0048,5,2026-09-06 09:27:00
R000331,U0112,M0004,4,2026-07-25 18:36:00
R000332,U0196,M0001,5,2026-07-01 12:23:00
R000333,U0188,M0007,4,2026-07-21 16:06:00
R000334,U0081,M0012,4,2026-07-21 01:55:00
R000335,U0138,M0010,4,2026-07-31 03:09:00
R000336,U0180,M0035,4,2026-07-20 23:34:00
R000337,U0165,M0005,5,2026-07-11 01:18:00
R000338,U0164,M0012,3,2026-09-20 19:16:00
R000339,U0074,M0003,4,2026-08-22 04:46:00
R000340,U0178,M0045,5,2026-08-14 12:50:00
R000341,U0085,M0040,4,2026-08-22 06:36:00
R000342,U0029,M0035,5,2026-07-24 01:25:00
R000343,U0070,M0009,5,2026-09-24 11:37:00
R000344,U0084,M0016,3,2026-08-16 03:41:00
R000345,U0131,M0086,5,2026-07-03 02:15:00
R000346,U0027,M0006,4,2026-08-29 05:01:00
R000347,U0152,M0022,4,2026-07-15 22:19:00
R000348,U0164,M0090,4,2026-09-27 22:24:00
R000349,U0160,M0055,5,2026-07-01 20:21:00
R000350,U0039,M0035,5,2026-07-20 18:01:00
R000351,U0026,M0004,3,2026-09-05 08:14:00
R000352,U0106,M0008,4,2026-07-26 17:37:00
R000353,U0196,M0001,5,2026-08-09 12:44:00
R000354,U0164,M0037,4,2026-07-22 21:01:00
R000355,U0199,M0069,4,2026-07-19 02:01:00
R000356,U0194,M0089,4,2026-09-17 20:24:00
R000357,U0057,M0036,4,2026-09-15 23:54:00
R000358,U0106,M0003,5,2026-08-02 00:21:00
R000359,U0200,M0006,4,2026-07-24 01:36:00
R000360,U0052,M0022,5,2026-07-25 19:44:00
R000361,U0100,M0003,5,2026-08-19 09:39:00
R000362,U0008,M0071,4,2026-09-26 08:50:00
R000363,U0056,M0005,4,2026-07-05 16:16:00
R000364,U0101,M0099,4,2026-08-14 16:41:00
R000365,U0104,M0006,4,2026-09-22 16:24:00
R000366,U0114,M0040,4,2026-07-11 01:42:00
R000367,U0034,M0035,4,2026-09-09 03:01:00
R000368,U0005,M0027,3,2026-07-13 06:15:00
R000369,U0161,M0001,4,2026-09-09 16:42:00
R000370,U0165,M0027,5,2026-07-07 16:04:00
R000371,U0158,M0051,4,2026-08-18 05:18:00
R000372,U0075,M0008,5,2026-09-27 02:06:00
R000373,U0185,M0041,4,2026-09-10 03:41:00
R000374,U0047,M0085,5,2026-08-28 06:05:00
R000375,U0023,M0051,4,2026-09-03 05:44:00
R000376,U0064,M0043,5,2026-07-17 08:22:00
R000377,U0081,M0007,4,2026-09-04 01:45:00
R000378,U0191,M0009,5,2026-08-21 23:51:00
R000379,U0101,M0017,5,2026-07-02 06:50:00
R000380,U0036,M0008,5,2026-08-17 19:20:00
R000381,U0099,M0023,5,2026-08-08 11:24:00
R000382,U0059,M0054,3,2026-07-22 05:38:00
R000383,U0099,M0011,4,2026-09-28 04:43:00
R000384,U0188,M0065,4,2026-07-06 09:22:00
R000385,U0196,M0043,3,2026-07-28 20:37:00
R000386,U0148,M0053,4,2026-09-08 04:46:00
R000387,U0064,M0099,5,2026-09-20 11:23:00
R000388,U0043,M0013,4,2026-09-23 19:48:00
R000389,U0105,M0028,4,2026-07-17 21:43:00
R000390,U0129,M0009,4,2026-07-18 18:54:00
R000391,U0188,M0004,4,2026-07-18 15:39:00
R000392,U0176,M0015,4,2026-08-13 04:02:00
R000393,U0024,M0026,5,2026-07-20 01:53:00
R000394,U0052,M0055,5,2026-08-22 03:26:00
R000395,U0159,M0001,4,2026-08-14 16:35:00
R000396,U0088,M0053,4,2026-08-30 15:33:00
R000397,U0076,M0008,4,2026-07-03 14:57:00
R000398,U0112,M0008,4,2026-08-04 12:27:00
R000399,U0072,M0032,3,2026-08-28 15:20:00
R000400,U0093,M0016,5,2026-08-29 16:03:00
R000401,U0118,M0009,4,2026-08-21 16:55:00
R000402,U0183,M0008,4,2026-08-09 05:09:00
R000403,U0028,M0005,5,2026-07-05 05:34:00
R000404,U0107,M0023,5,2026-08-24 03:36:00
R000405,U0122,M0093,5,2026-08-15 00:52:00
R000406,U0064,M0027,4,2026-09-15 01:42:00
R000407,U0088,M0006,3,2026-09-20 14:32:00
R000408,U0058,M0011,4,2026-08-12 15:18:00
R000409,U0002,M0058,5,2026-08-15 04:59:00
R000410,U0039,M0011,5,2026-09-09 13:57:00
R000411,U0145,M0006,4,2026-07-09 00:35:00
R000412,U0067,M0002,5,2026-07-16 14:54:00
R000413,U0089,M0024,5,2026-07-26 09:09:00
R000414,U0025,M0034,5,2026-07-29 18:58:00
R000415,U0140,M0037,3,2026-09-05 08:20:00
R000416,U0164,M0061,5,2026-07-02 07:37:00
R000417,U0112,M0012,4,2026-09-16 06:57:00
R000418,U0142,M0002,4,2026-07-01 17:24:00
R000419,U0163,M0009,4,2026-07-28 03:06:00
R000420,U0019,M0012,4,2026-09-26 04:00:00
R000421,U0169,M0008,4,2026-07-21 00:03:00
R000422,U0132,M0045,5,2026-07-20 05:53:00
R000423,U0164,M0009,3,2026-08-08 04:43:00
R000424,U0006,M0029,5,2026-07-13 17:12:00
R000425,U0150,M0065,5,2026-07-19 07:49:00
R000426,U0173,M0095,4,2026-07-16 07:02:00
R000427,U0185,M0012,5,2026-09-10 04:48:00
R000428,U0167,M0058,5,2026-09-22 10:53:00
R000429,U0041,M0052,4,2026-07-11 20:41:00
R000430,U0053,M0010,5,2026-07-30 06:06:00
R000431,U0005,M0002,4,2026-07-31 10:10:00
R000432,U0091,M0055,4,2026-08-31 07:57:00
R000433,U0099,M0036,4,2026-07-28 11:29:00
R000434,U0131,M0100,4,2026-08-17 10:52:00
R000435,U0186,M0006,3,2026-09-25 19:33:00
R000436,U0130,M0016,5,2026-08-22 10:19:00
R000437,U0056,M0017,4,2026-08-06 09:56:00
R000438,U0015,M0071,4,2026-07-25 22:55:00
R000439,U0196,M0001,4,2026-09-05 16:40:00
R000440,U0046,M0079,5,2026-07-17 23:46:00
R000441,U0011,M0066,5,2026-07-15 04:39:00
R000442,U0051,M0096,4,2026-07-09 05:47:00
R000443,U0159,M0002,3,2026-08-13 14:50:00
R000444,U0074,M0010,4,2026-08-04 18:39:00
R000445,U0042,M0008,5,2026-09-21 03:51:00
R000446,U0002,M0098,5,2026-09-13 11:12:00
R000447,U0182,M0036,4,2026-07-11 14:39:00
R000448,U0157,M0001,5,2026-07-09 12:16:00
R000449,U0053,M0015,5,2026-09-02 05:38:00
R000450,U0128,M0018,5,2026-07-23 05:49:00
R000451,U0037,M0002,4,2026-07-25 13:02:00
R000452,U0081,M0004,3,2026-07-05 04:14:00
R000453,U0002,M0018,4,2026-07-17 06:15:00
R000454,U0195,M0004,5,2026-07-17 09:36:00
R000455,U0192,M0048,5,2026-08-12 02:56:00
R000456,U0061,M0085,3,2026-07-24 18:08:00
R000457,U0060,M0012,5,2026-08-07 11:21:00
R000458,U0170,M0080,4,2026-07-28 01:40:00
R000459,U0024,M0031,4,2026-09-11 13:32:00
R000460,U0085,M0008,5,2026-09-06 11:22:00
R000461,U0003,M0002,5,2026-09-21 14:14:00
R000462,U0009,M0019,4,2026-08-06 06:28:00
R000463,U0116,M0057,4,2026-09-01 03:46:00
R000464,U0109,M0074,4,2026-07-15 19:05:00
R000465,U0009,M0092,5,2026-08-08 21:05:00
R000466,U0139,M0004,5,2026-08-05 06:13:00
R000467,U0024,M0049,5,2026-08-28 09:49:00
R000468,U0064,M0067,4,2026-08-01 21:38:00
R000469,U0084,M0006,5,2026-08-09 01:18:00
R000470,U0027,M0025,5,2026-09-05 06:41:00
R000471,U0072,M0009,5,2026-07-23 09:27:00
R000472,U0157,M0082,4,2026-08-31 22:48:00
R000473,U0039,M0024,5,2026-08-07 18:59:00
R000474,U0163,M0009,5,2026-09-10 12:11:00
R000475,U0017,M0001,4,2026-07-15 02:01:00
R000476,U0098,M0002,5,2026-09-13 19:57:00
R000477,U0054,M0012,5,2026-07-05 22:40:00
R000478,U0198,M0054,5,2026-08-10 16:40:00
R000479,U0032,M0097,4,2026-08-06 19:46:00
R000480,U0062,M0100,3,2026-09-16 08:20:00
R000481,U0044,M0008,4,2026-09-17 13:16:00
R000482,U0199,M0002,3,2026-07-12 17:36:00
R000483,U0096,M0015,4,2026-08-22 17:38:00
R000484,U0153,M0035,5,2026-08-19 05:29:00
R000485,U0051,M0083,4,2026-07-01 22:21:00
R000486,U0047,M0060,4,2026-07-14 00:17:00
R000487,U0171,M0072,5,2026-07-11 19:30:00
R000488,U0074,M0078,4,2026-09-12 22:00:00
R000489,U0031,M0064,3,2026-07-07 23:57:00
R000490,U0039,M0078,5,2026-07-18 05:07:00
R000491,U0119,M0002,5,2026-08-04 02:47:00
R000492,U0034,M0003,3,2026-08-27 15:52:00
R000493,U0157,M0080,5,2026-09-01 06:31:00
R000494,U0134,M0100,5,2026-07-17 16:57:00
R000495,U0035,M0074,4,2026-09-10 11:56:00
R000496,U0192,M0008,3,2026-07-06 20:16:00
R000497,U0106,M0081,4,2026-07-25 17:11:00
R000498,U0168,M0100,3,2026-07-25 06:17:00
R000499,U0121,M0020,5,2026-09-16 01:17:00
R000500,U0113,M0005,4,2026-08-24 17:05:00
R000501,U0128,M0082,4,2026-07-25 23:28:00
R000502,U0123,M0024,5,2026-09-16 03:59:00
R000503,U0073,M0042,5,2026-07-08 16:22:00
R000504,U0136,M0085,4,2026-08-12 15:58:00
R000505,U0043,M0042,4,2026-08-09 19:57:00
R000506,U0060,M0080,4,2026-09-24 07:26:00
R000507,U0055,M0096,4,2026-08-23 16:12:00
R000508,U0039,M0094,4,2026-08-22 06:06:00
R000509,U0164,M0001,5,2026-09-22 23:39:00
R000510,U0083,M0002,5,2026-09-15 08:53:00
R000511,U0072,M0090,5,2026-07-22 12:10:00
R000512,U0080,M0094,4,2026-07-11 10:54:00
R000513,U0176,M0094,4,2026-09-15 14:22:00
R000514,U0095,M0010,5,2026-08-31 07:57:00
R000515,U0061,M0040,3,2026-07-30 15:41:00
R000516,U0082,M0069,4,2026-09-25 14:56:00
